blikvanger.enabled,object_type_specifications.appartment.type,publish_date,location.lat,location.lon,floor_area,plot_area,exterior_space.type,exterior_space.garden_orientation,number_of_rooms,number_of_bedrooms,address.municipality,address.neighbourhood,address.wijk,address.street_name,price.selling_price,price.selling_price_condition,construction_type,construction_period,surrounding,garage.type,energy_label,amenities,accessibility,object_type_specifications.house.type,object_type_specifications.house.orientation,exterior_space.garden_size,garage.total_capacity,blikvanger.text,project.url,offering_type,object_type,address.province
True,,2024-11-13T00:00:02.1700000,52.00738143920898,4.745467185974121,[110],[142],['garden'],['west'],6.0,5.0,Gouda,Molenbuurt,Goverwelle,Snuifmolenerf,[415000],kosten_koper,resale,from_1981_to_1990,"['on_quiet_road', 'in_residential_district']",[],B,"['bathtub', 'central_heating_boiler', 'renewable_energy']",[],single_family,terraced,49.0,,Ruime woning met zonnige tuin en eigen oprit!,,['buy'],house,Zuid-Holland
True,,2024-11-13T00:00:02.1700000,52.01406478881836,5.091719150543213,[114],[139],['garden'],['south'],4.0,3.0,Nieuwegein,Graven en Gravinnen,Fokkesteeg,Graaf Boudewijnlaan,[415000],kosten_koper,resale,from_1971_to_1980,"['on_quiet_road', 'by_water', 'in_residential_district']","['parking_space', 'all_garages']",B,"['bathtub', 'fixer_upper']",[],single_family,terraced,54.0,,"Woning met tuin aan het water, tuingerichte woonkamer en woonkeuken",,['buy'],house,Utrecht
False,,2024-11-12T16:15:03.0930000,52.001609802246094,4.493588924407959,[124],[135],"['garden', 'balcony']",['east'],4.0,3.0,Lansingerland,Componistenbuurt,Wijk 22 Noordpolder,Verdistraat,[439500],kosten_koper,resale,from_1971_to_1980,['in_residential_district'],"['built_in', 'all_garages']",C,['central_heating_boiler'],[],single_family,terraced,55.0,1.0,,,['buy'],house,Zuid-Holland
False,flat_with_porch,2024-11-12T20:10:23.6230000,51.92731857299805,4.501684665679932,[51],[0],['balcony'],[],3.0,2.0,Rotterdam,Kralingen West,Kralingen-Crooswijk,Frits Ruysstraat,[275000],kosten_koper,resale,from_1945_to_1959,"['on_quiet_road', 'in_residential_district']",[],G,['central_heating_boiler'],['single_storey'],,,,,,,['buy'],apartment,Zuid-Holland
False,,2024-11-12T16:15:03.0930000,51.91706466674805,4.349308013916016,[213],[263],['garden'],['south'],8.0,5.0,Vlaardingen,Babberspolder West,Vlaardinger Ambacht,Rozenlaan,[840000],kosten_koper,resale,from_1931_to_1944,"['on_quiet_road', 'in_residential_district', 'unobstructed_view']",[],B,"['bathtub', 'central_heating_boiler', 'double_occupancy', 'renewable_energy']",[],single_family,link_detached,,,,,['buy'],house,Zuid-Holland
False,house_with_porch,2024-11-13T00:00:02.1700000,51.923583984375,4.491249084472656,[70],[0],['balcony'],[],3.0,2.0,Rotterdam,Stadsdriehoek,Rotterdam Centrum,Bredestraat,[300000],kosten_koper,resale,from_1945_to_1959,"['overlooking_park', 'in_center', 'in_residential_district']",[],D,"['central_heating_boiler', 'fixer_upper']",['single_storey'],,,,,,,['buy'],apartment,Zuid-Holland
True,,2024-11-12T16:00:03.1430000,51.91476058959961,4.335724353790283,[141],[197],"['garden', 'terrace']",['south'],5.0,4.0,Vlaardingen,Indische Buurt,Centrum,Jonkvrouw van Naaldwijklaan,[595000],kosten_koper,resale,from_1991_to_2000,"['on_quiet_road', 'sheltered_position', 'in_residential_district']",[],A,"['bathtub', 'central_heating_boiler']",[],single_family,corner,85.0,," 5-kamer hoek-eengezinswoning met voor-, zij- en achtertuin! Vakantie",,['buy'],house,Zuid-Holland
False,,2024-11-13T00:00:02.1700000,52.03246688842773,4.279561519622803,[141],[147],['garden'],"['north', 'east']",5.0,4.0,Den Haag,Hoge Veld,Wijk 40 Wateringse Veld,Stavangerstraat,[600000],kosten_koper,resale,from_2001_to_2010,['in_residential_district'],[],A,"['bathtub', 'central_heating_boiler']",[],single_family,terraced,59.0,,,,['buy'],house,Zuid-Holland
False,,2024-11-12T12:08:03.8170000,51.86648178100586,4.660399913787842,[142],[150],['garden'],"['north', 'west']",5.0,4.0,Alblasserdam,Florabuurt,Wijk 03 Blokweer,Groene Zoom,[425000],kosten_koper,resale,from_1991_to_2000,"['on_quiet_road', 'in_residential_district']",[],B,"['bathtub', 'central_heating_boiler']",[],single_family,terraced,58.0,,,,['buy'],house,Zuid-Holland
False,penthouse,2024-11-13T00:00:02.1700000,51.90802764892578,4.494923114776611,[161],[0],[],[],3.0,2.0,Rotterdam,Kop van Zuid,Feijenoord,Ernest Groosmanplein,[650000],kosten_koper,resale,from_2001_to_2010,"['on_busy_road', 'in_residential_district', 'unobstructed_view']",[],A+,['bathtub'],[],,,,,,,['buy'],apartment,Zuid-Holland
True,,2024-11-12T15:15:03.2200000,51.94449615478516,5.195133209228516,[123],[181],['garden'],"['north', 'east']",5.0,4.0,Culemborg,Parijsch Lokkershoek,Culemborg West,Zweder van Vianenstraat,[500000],kosten_koper,resale,from_2011_to_2020,"['on_quiet_road', 'in_residential_district']","['parking_space', 'all_garages']",A,"['central_heating_boiler', 'renewable_energy']",[],single_family,terraced,43.0,,Uitgebouwde en onderhoudsvriendelijke tussenwoning met 4 slaapkamers,,['buy'],house,Gelderland
False,with_external_access,2024-11-12T14:18:00,51.927547454833984,4.578817844390869,[85],[0],['balcony'],[],4.0,3.0,Capelle aan den IJssel,Dichtersbuurt,Middelwatering West,Louis Couperusplaats,[299000],kosten_koper,resale,from_1960_to_1970,"['in_residential_district', 'unobstructed_view']",[],E,['bathtub'],[],,,,,,,['buy'],apartment,Zuid-Holland
False,,2024-11-13T00:00:02.1700000,52.01351165771485,4.349323272705078,[103],[85],"['garden', 'terrace']","['south', 'east']",4.0,3.0,Delft,Ministersbuurt-Oost,Wijk 13 Hof van Delft,De Vriesstraat,[545000],kosten_koper,resale,from_1931_to_1944,"['on_quiet_road', 'in_residential_district']",[],B,"['central_heating_boiler', 'renewable_energy']",[],single_family,terraced,25.0,,,,['buy'],house,Zuid-Holland
False,upper_floor,2024-11-13T00:00:02.1700000,51.88605499267578,4.465057373046875,[61],[0],['balcony'],[],3.0,2.0,Rotterdam,Oud Charlois,Charlois,Boergoensevliet,[250000],kosten_koper,resale,from_1945_to_1959,"['on_quiet_road', 'by_water', 'sheltered_position', 'in_residential_district', 'unobstructed_view']",[],D,['central_heating_boiler'],['single_storey'],,,,,,,['buy'],apartment,Zuid-Holland
False,,2024-11-14T00:00:02.3430000,52.01064682006836,5.0900092124938965,[102],[136],['garden'],['south'],5.0,3.0,Nieuwegein,Zandveld,Zandveld,Kastanjestraat,[435000],kosten_koper,resale,from_1960_to_1970,"['on_quiet_road', 'in_residential_district']",[],C,['central_heating_boiler'],[],single_family,terraced,46.0,,,,['buy'],house,Utrecht
False,,2024-11-12T11:16:41.9600000,51.88996887207031,4.47951602935791,[110],[88],"['garden', 'balcony']",[],6.0,6.0,Rotterdam,Carnisse,Charlois,1e Carnissestraat,[398000],kosten_koper,resale,from_1906_to_1930,"['on_quiet_road', 'in_residential_district']",[],C,['central_heating_boiler'],[],single_family,terraced,,,,,['buy'],house,Zuid-Holland
False,,2024-11-12T12:10:56.6800000,51.82360076904297,4.749857425689697,[120],[211],['garden'],['north'],5.0,3.0,Sliedrecht,Baanhoek-Oost,Wijk 01 Sliedrecht-West,Baanhoek,[395000],kosten_koper,resale,from_1906_to_1930,['in_residential_district'],"['built_in', 'all_garages']",C,"['bathtub', 'central_heating_boiler', 'renewable_energy']",[],single_family,detached,32.0,1.0,,,['buy'],house,Zuid-Holland
False,maisonnette,2024-11-12T14:00:02.3200000,51.91895294189453,4.415214538574219,[79],[0],[],[],4.0,3.0,Schiedam,Wetenschappersbuurt,Wijk 01 Oost,Dieselstraat,[275000],kosten_koper,resale,from_1960_to_1970,"['overlooking_park', 'by_water', 'in_residential_district', 'unobstructed_view']",[],C,[],[],,,,,,,['buy'],apartment,Zuid-Holland
False,with_external_access,2024-11-12T13:45:02.4870000,51.92913436889648,4.579797267913818,[81],[0],['balcony'],[],3.0,2.0,Capelle aan den IJssel,Merelbuurt,Middelwatering West,Merellaan,[289000],kosten_koper,resale,from_1960_to_1970,"['on_quiet_road', 'in_residential_district']",[],F,[],"['lift', 'single_storey']",,,,,,,['buy'],apartment,Zuid-Holland
False,,2024-11-13T00:00:02.1700000,51.99641036987305,4.201102256774902,[105],[113],['garden'],"['south', 'east']",5.0,4.0,Westland,Geestcomplex,Wijk 01 Naaldwijk,Duiventorenstraat,[419000],kosten_koper,resale,from_1906_to_1930,['in_residential_district'],[],C,"['bathtub', 'central_heating_boiler', 'renewable_energy']",[],single_family,terraced,28.0,,,,['buy'],house,Zuid-Holland
False,upper_floor,2024-11-12T12:45:02.1170000,51.91377258300781,4.47696590423584,[72],[0],[],[],4.0,3.0,Rotterdam,Cool,Rotterdam Centrum,Kortenaerstraat,[399500],kosten_koper,resale,before_1906,"['on_quiet_road', 'in_center']",[],C,[],['single_storey'],,,,,,,['buy'],apartment,Zuid-Holland
False,,2024-11-12T09:15:55.2000000,51.91572952270508,4.995841503143311,[128],[121],['garden'],"['north', 'west']",5.0,3.0,Vijfheerenlanden,De Weide,Meerkerk,Grutto,[439000],kosten_koper,resale,from_2011_to_2020,"['on_quiet_road', 'in_residential_district']",[],A,"['bathtub', 'central_heating_boiler']",[],single_family,terraced,48.0,,,,['buy'],house,Utrecht
True,,2024-11-14T00:00:02.3430000,51.80826187133789,4.02445125579834,[144],[292],"['garden', 'balcony']","['south', 'east']",5.0,4.0,Goeree-Overflakkee,Stellendam west,Stellendam,Keijzerstraat,[495000],kosten_koper,resale,from_1971_to_1980,['on_quiet_road'],"['built_in', 'all_garages']",C,"['central_heating_boiler', 'renewable_energy']",[],single_family,double,122.0,1.0,"Ruim, duurzaam en comfortabel wonen in het hart van Stellendam!",,['buy'],house,Zuid-Holland
True,,2024-11-12T02:00:02.0700000,51.98418426513672,4.461089134216309,[155],[165],['garden'],"['south', 'east']",5.0,4.0,Lansingerland,Bolwerk,Wijk 27 Westpolder,Citadel,[700000],kosten_koper,resale,from_2001_to_2010,"['on_quiet_road', 'sheltered_position', 'in_residential_district', 'open_position', 'unobstructed_view']",[],A,"['bathtub', 'central_heating_boiler']",[],town_house,semi_detached,46.0,,Goed onderhouden halfvrijstaand herenhuis op een fraaie locatie ,,['buy'],house,Zuid-Holland
True,upper_floor,2024-11-12T00:00:02.1330000,51.91337203979492,4.460432052612305,[167],[0],['terrace'],"['north', 'west']",4.0,3.0,Rotterdam,Middelland,Delfshaven,Nieuwe Binnenweg,[675000],kosten_koper,resale,before_1906,['in_residential_district'],[],E,"['bathtub', 'central_heating_boiler']",[],,,49.0,,"Royale bovenwoning van 167 m², 2019 volledig gerenoveerd, dakterras",,['buy'],apartment,Zuid-Holland
False,,2024-11-12T00:00:02.1330000,51.84469985961914,4.334377288818359,[118],[113],['garden'],"['north', 'east']",5.0,4.0,Nissewaard,Gildenwijk-West,Gildenwijk,Barbier,[350000],kosten_koper,resale,from_1971_to_1980,"['on_quiet_road', 'in_residential_district']",[],B,['central_heating_boiler'],[],single_family,terraced,56.0,,,,['buy'],house,Zuid-Holland
False,ground_floor,2024-11-12T00:00:02.1330000,51.928131103515625,4.462794780731201,[90],[0],['garden'],['east'],3.0,2.0,Rotterdam,Blijdorp,Noord,Lumeystraat,[535000],kosten_koper,resale,from_1931_to_1944,"['on_quiet_road', 'in_residential_district']",[],C,['central_heating_boiler'],"['accessible_for_the_disabled', 'accessible_for_the_elderly', 'ground_floor', 'single_storey']",,,88.0,,,,['buy'],apartment,Zuid-Holland
False,ground_floor,2024-11-11T19:45:02.4170000,51.916107177734375,4.410398960113525,[49],[0],['balcony'],[],3.0,2.0,Schiedam,Marconibuurt,Wijk 01 Oost,Halleystraat,[225000],kosten_koper,resale,from_1906_to_1930,['in_residential_district'],[],E,['central_heating_boiler'],"['ground_floor', 'single_storey']",,,,,,,['buy'],apartment,Zuid-Holland
False,flat_with_porch,2024-11-11T19:30:03.6870000,51.95248031616211,4.585301876068115,[72],[0],['balcony'],[],3.0,2.0,Capelle aan den IJssel,Kunstenaarsbuurt,Schollevaar Zuid,Mari Andriessenrade,[275000],kosten_koper,resale,from_1981_to_1990,"['on_quiet_road', 'in_residential_district', 'unobstructed_view']",[],A,['bathtub'],"['lift', 'single_storey']",,,,,,,['buy'],apartment,Zuid-Holland
True,,2024-11-12T00:00:02.1330000,52.013946533203125,4.71906852722168,[56],[51],['garden'],['north'],2.0,1.0,Gouda,Kadenbuurt,Kort Haarlem,Karnemelksloot,[285000],kosten_koper,resale,from_1906_to_1930,"['on_quiet_road', 'on_navigable_waterway', 'by_water', 'in_residential_district']",[],F,"['bathtub', 'central_heating_boiler']",[],single_family,terraced,10.0,,Aan het water gelegen karakteristieke tussenwoning in hartje Gouda!,,['buy'],house,Zuid-Holland
False,flat_with_porch,2024-11-11T19:15:02.2300000,52.04053115844727,4.327400207519531,[145],[0],[],[],3.0,1.0,Rijswijk,Plaspoelpolder,Wijk 05,Sir Winston Churchillln,[450000],kosten_koper,resale,from_1991_to_2000,"['in_residential_district', 'unobstructed_view']",[],A,"['bathtub', 'central_heating_boiler']","['accessible_for_the_disabled', 'accessible_for_the_elderly', 'lift', 'single_storey']",,,,,,,['buy'],apartment,Zuid-Holland
False,,2024-11-11T17:20:20.9300000,51.90203475952149,4.56159257888794,[94],[129],['garden'],"['south', 'east']",4.0,3.0,Rotterdam,Oud IJsselmonde,IJsselmonde,Finnjolstraat,[415000],kosten_koper,resale,from_1991_to_2000,"['on_quiet_road', 'in_residential_district']",[],A,['central_heating_boiler'],[],single_family,terraced,56.0,,,,['buy'],house,Zuid-Holland
False,with_external_access,2024-11-12T00:00:02.1330000,52.03220748901367,5.1014814376831055,[76],[0],['balcony'],[],3.0,2.0,Nieuwegein,Rijnhuizen,Rijnhuizen,Coltbaan,[400000],kosten_koper,resale,after_2020,"['on_quiet_road', 'in_residential_district']","['underground', 'all_garages']",A++,['renewable_energy'],['single_storey'],,,,,,,['buy'],apartment,Utrecht
True,,2024-11-12T00:00:02.1330000,52.02641677856445,4.864546298980713,[123],[150],['garden'],"['north', 'east']",5.0,4.0,Oudewater,Klein Hekendorp,Oudewater,Schakenbosdreef,[449000],kosten_koper,resale,from_1971_to_1980,['in_residential_district'],[],A,"['central_heating_boiler', 'renewable_energy']",[],single_family,terraced,36.0,,Een uitgebouwde en moderne tussenwoning met veel ruimte en comfort!,,['buy'],house,Utrecht
False,with_external_access,2024-11-11T18:45:02.9100000,52.05084991455078,4.272931098937988,[44],[0],[],[],2.0,1.0,Den Haag,Morgenstond-West,Wijk 34 Morgenstond,Leyweg,[199500],kosten_koper,resale,from_1960_to_1970,"['on_quiet_road', 'in_residential_district', 'unobstructed_view']",[],C,[],"['lift', 'single_storey']",,,,,,,['buy'],apartment,Zuid-Holland
False,flat_with_porch,2024-11-11T16:04:41.6200000,51.87929534912109,4.55598783493042,[75],[0],['balcony'],[],3.0,2.0,Rotterdam,Groot IJsselmonde,IJsselmonde,Vegelinsoord,[245000],kosten_koper,resale,from_1960_to_1970,"['on_quiet_road', 'sheltered_position', 'in_residential_district']",[],G,[],['single_storey'],,,,,,,['buy'],apartment,Zuid-Holland
False,,2024-11-13T00:00:02.1700000,52.03085708618164,4.709874629974365,[128],[152],['garden'],['south'],5.0,4.0,Gouda,"Lusten-, Burgen- en Steinenbuurt",Plaswijck,Loevestein,[469000],kosten_koper,resale,from_1971_to_1980,"['on_quiet_road', 'in_residential_district', 'unobstructed_view']",[],B,"['bathtub', 'central_heating_boiler', 'renewable_energy']",[],single_family,corner,63.0,,,,['buy'],house,Zuid-Holland
False,with_external_access,2024-11-12T00:00:02.1330000,52.01295852661133,4.334178924560547,[80],[0],['balcony'],[],3.0,2.0,Delft,Kuyperwijk-Noord,Wijk 14 Voordijkshoorn,Van Adrichemstraat,[335000],kosten_koper,resale,from_1960_to_1970,"['in_residential_district', 'unobstructed_view']",[],G,['bathtub'],"['lift', 'single_storey']",,,,,,,['buy'],apartment,Zuid-Holland
True,,2024-11-12T00:00:02.1330000,51.97068786621094,4.614413261413574,[104],[111],['garden'],"['north', 'west']",5.0,4.0,Zuidplas,Zuidplas Dalen,Nieuwerkerk aan den IJssel wijk 04,Snippendaal,[475000],kosten_koper,resale,from_1981_to_1990,"['by_water', 'in_residential_district', 'unobstructed_view']",[],B,"['bathtub', 'central_heating_boiler']",[],single_family,terraced,50.0,,Goed onderhouden | Aan het water | Zonnige achtertuin | Dakkapellen,,['buy'],house,Zuid-Holland
False,maisonnette,2024-11-11T14:56:03.8030000,51.87852096557617,4.516897678375244,[98],[0],['balcony'],[],4.0,3.0,Rotterdam,Lombardijen,IJsselmonde,Bierens de Haanweg,[299000],kosten_koper,resale,from_1960_to_1970,['in_residential_district'],[],D,[],[],,,,,,,['buy'],apartment,Zuid-Holland
False,ground_floor,2024-11-12T00:00:02.1330000,51.921836853027344,4.508049011230469,[118],[0],['balcony'],[],4.0,3.0,Rotterdam,Kralingen West,Kralingen-Crooswijk,Assendelftstraat,[550000],kosten_koper,resale,from_1945_to_1959,['in_residential_district'],[],A,"['bathtub', 'central_heating_boiler']",[],,,,,,,['buy'],apartment,Zuid-Holland
False,upper_floor,2024-11-12T00:00:02.1330000,51.91487503051758,4.406035900115967,[89],[0],['balcony'],[],4.0,3.0,Schiedam,Marconibuurt,Wijk 01 Oost,Rotterdamsedijk,[250000],kosten_koper,resale,from_1931_to_1944,"['sheltered_position', 'in_center', 'in_residential_district']",[],D,['central_heating_boiler'],[],,,,,,,['buy'],apartment,Zuid-Holland
False,with_external_access,2024-11-11T17:00:03.6100000,52.017826080322266,5.092526912689209,[43],[0],[],[],2.0,1.0,Nieuwegein,Schansen,Fokkesteeg,Hoornseschans,[250000],kosten_koper,resale,from_1981_to_1990,"['on_quiet_road', 'in_residential_district']",[],A,[],['single_storey'],,,,,,,['buy'],apartment,Utrecht
True,,2024-11-11T16:21:38.1700000,51.96272277832031,4.498032093048096,[206],[390],"['garden', 'balcony']","['north', 'east']",4.0,3.0,Rotterdam,Molenlaankwartier,Hillegersberg-Schiebroek,Molenlaan,[1100000],kosten_koper,resale,from_1906_to_1930,[],"['lean_to', 'all_garages']",C,"['bathtub', 'central_heating_boiler', 'renewable_energy']",[],single_family,double,124.0,1.0,Royale 2/1 kapwoning met garage en multifunctioneel gastenverblijf!,,['buy'],house,Zuid-Holland
True,,2024-11-11T16:45:02.2100000,52.019527435302734,5.580958843231201,[114],[141],['garden'],['east'],5.0,4.0,Veenendaal,Veenderij,Noordoost,Liefkenshoek,[549995],kosten_koper,resale,from_2011_to_2020,"['on_quiet_road', 'in_residential_district']",[],A,['renewable_energy'],[],single_family,corner,80.0,,Moderne en duurzame hoekwoning in Veenendaal oost!,,['buy'],house,Utrecht
True,with_external_access,2024-11-11T16:30:03.0100000,51.92449188232422,4.491918563842773,[60],[0],"['balcony', 'terrace']",['south'],3.0,2.0,Rotterdam,Rubroek,Kralingen-Crooswijk,Herman Robbersstraat,[359500],kosten_koper,resale,from_1931_to_1944,[],[],C,[],['single_storey'],,,9.0,,Luxe en goed onderhouden drie kamer appartement in hartje Centrum,,['buy'],apartment,Zuid-Holland
False,,2024-11-11T14:14:00,51.88756561279297,4.514590740203857,[92],[755],['garden'],[],4.0,3.0,Rotterdam,Vreewijk,Feijenoord,Meiendaal,[375000],kosten_koper,resale,from_2001_to_2010,"['on_quiet_road', 'in_residential_district']",[],A,"['bathtub', 'central_heating_boiler']",[],single_family,corner,,,,,['buy'],house,Zuid-Holland
True,with_external_access,2024-11-12T00:00:02.1330000,52.04065704345703,4.313994407653809,[79],[0],['balcony'],[],3.0,2.0,Rijswijk,Kleurenbuurt,Wijk 06,Steenvoordelaan,[289000],kosten_koper,resale,from_1960_to_1970,"['in_residential_district', 'unobstructed_view']",[],B,['central_heating_boiler'],"['lift', 'single_storey']",,,,,Ruim 3-kamerappartement met zonnig balkon (ZW) en eigen berging!,,['buy'],apartment,Zuid-Holland
